Term,ECSS Standards,Branches
commissioning,"['ECSS_Q_ST_70_58C', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_10_02C']","['Q', 'S', 'E']"
controlled environment,['ECSS_Q_ST_70_58C'],['Q']
disinfection,['ECSS_Q_ST_70_58C'],['Q']
formal system,['ECSS_Q_ST_70_58C'],['Q']
occupancy states,['ECSS_Q_ST_70_58C'],['Q']
planetary protection,"['ECSS_Q_ST_70_58C', 'ECSS_S_ST_00_01C']","['Q', 'S']"
sporicide,['ECSS_Q_ST_70_58C'],['Q']
sterile,['ECSS_Q_ST_70_58C'],['Q']
background count,['ECSS_Q_ST_70_50C'],['Q']
background subtraction,['ECSS_Q_ST_70_50C'],['Q']
black light illumination,['ECSS_Q_ST_70_50C'],['Q']
bubble,['ECSS_Q_ST_70_50C'],['Q']
cleanliness and contamination control plan,['ECSS_Q_ST_70_50C'],['Q']
cleanliness controlled area,['ECSS_Q_ST_70_50C'],['Q']
cleanliness requirement specification,['ECSS_Q_ST_70_50C'],['Q']
compatible,['ECSS_Q_ST_70_50C'],['Q']
contamination sensitive,['ECSS_Q_ST_70_50C'],['Q']
effective sample area,['ECSS_Q_ST_70_50C'],['Q']
lint-free,['ECSS_Q_ST_70_50C'],['Q']
membrane filter,['ECSS_Q_ST_70_50C'],['Q']
non-shedding,['ECSS_Q_ST_70_50C'],['Q']
representative sample,['ECSS_Q_ST_70_50C'],['Q']
ripple,['ECSS_Q_ST_70_50C'],['Q']
sensitive surface,['ECSS_Q_ST_70_50C'],['Q']
spectral grade,['ECSS_Q_ST_70_50C'],['Q']
tape-lift,['ECSS_Q_ST_70_50C'],['Q']
tape-lift sample,['ECSS_Q_ST_70_50C'],['Q']
trained inspector,['ECSS_Q_ST_70_50C'],['Q']
ultrasonic bath,['ECSS_Q_ST_70_50C'],['Q']
visibly clean standard,['ECSS_Q_ST_70_50C'],['Q']
visibly clean sensitive,['ECSS_Q_ST_70_50C'],['Q']
visibly clean highly sensitive,['ECSS_Q_ST_70_50C'],['Q']
visual inspection,['ECSS_Q_ST_70_50C'],['Q']
void,['ECSS_Q_ST_70_50C'],['Q']
component type tids,['ECSS_Q_ST_60_15C'],['Q']
component type tnids,['ECSS_Q_ST_60_15C'],['Q']
enhanced low dose rate sensitivity,['ECSS_Q_ST_60_15C'],['Q']
equivalent let,['ECSS_Q_ST_60_15C'],['Q']
one sided tolerance limit,['ECSS_Q_ST_60_15C'],['Q']
radiation lot acceptance test,['ECSS_Q_ST_60_15C'],['Q']
radiation verification test,['ECSS_Q_ST_60_15C'],['Q']
total ionizing dose level,['ECSS_Q_ST_60_15C'],['Q']
total non-ionizing dose level,['ECSS_Q_ST_60_15C'],['Q']
biological indicators,['ECSS_Q_ST_70_56C'],['Q']
controlled ambient conditions,['ECSS_Q_ST_70_56C'],['Q']
controlled vacuum conditions,['ECSS_Q_ST_70_56C'],['Q']
cycle,"['ECSS_Q_ST_70_56C', 'ECSS_Q_ST_70_57C']",['Q']
exposed surfaces,"['ECSS_Q_ST_70_56C', 'ECSS_Q_ST_70_57C', 'ECSS_U_ST_20C']","['Q', 'U']"
overkill,['ECSS_Q_ST_70_56C'],['Q']
parametric release,"['ECSS_Q_ST_70_56C', 'ECSS_Q_ST_70_57C']",['Q']
positive control,['ECSS_Q_ST_70_56C'],['Q']
ambient humidity,['ECSS_Q_ST_70_57C'],['Q']
d-value,['ECSS_Q_ST_70_57C'],['Q']
dry humidity,['ECSS_Q_ST_70_57C'],['Q']
effective d-value,['ECSS_Q_ST_70_57C'],['Q']
encapsulated bioburden,"['ECSS_Q_ST_70_57C', 'ECSS_U_ST_20C']","['Q', 'U']"
mated bioburden,['ECSS_Q_ST_70_57C'],['Q']
uncontrolled humidity,['ECSS_Q_ST_70_57C'],['Q']
annular ring,['ECSS_Q_ST_70_12C'],['Q']
area array device,['ECSS_Q_ST_70_12C'],['Q']
artwork,['ECSS_Q_ST_70_12C'],['Q']
as-designed,['ECSS_Q_ST_70_12C'],['Q']
as-manufactured,['ECSS_Q_ST_70_12C'],['Q']
as-manufactured hole,['ECSS_Q_ST_70_12C'],['Q']
aspect ratio,['ECSS_Q_ST_70_12C'],['Q']
assembled pcb,['ECSS_Q_ST_70_12C'],['Q']
assembly house,['ECSS_Q_ST_70_12C'],['Q']
back-drilled hole,['ECSS_Q_ST_70_12C'],['Q']
ball grid array,['ECSS_Q_ST_70_12C'],['Q']
basic copper,['ECSS_Q_ST_70_12C'],['Q']
blind via,['ECSS_Q_ST_70_12C'],['Q']
bondply,['ECSS_Q_ST_70_12C'],['Q']
build-up,['ECSS_Q_ST_70_12C'],['Q']
buried via,['ECSS_Q_ST_70_12C'],['Q']
column grid array,['ECSS_Q_ST_70_12C'],['Q']
conductive layer,['ECSS_Q_ST_70_12C'],['Q']
conductor,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_08C']",['Q']
critical track,['ECSS_Q_ST_70_12C'],['Q']
drilled hole,['ECSS_Q_ST_70_12C'],['Q']
electrical field,['ECSS_Q_ST_70_12C'],['Q']
fine pitch,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1']",['Q']
fr4,['ECSS_Q_ST_70_12C'],['Q']
half-stack,['ECSS_Q_ST_70_12C'],['Q']
heat sink,['ECSS_Q_ST_70_12C'],['Q']
high density interconnect,['ECSS_Q_ST_70_12C'],['Q']
high speed signal,['ECSS_Q_ST_70_12C'],['Q']
hole wall pull away,['ECSS_Q_ST_70_12C'],['Q']
hte,['ECSS_Q_ST_70_12C'],['Q']
intralayer,['ECSS_Q_ST_70_12C'],['Q']
interlayer,['ECSS_Q_ST_70_12C'],['Q']
jtc,['ECSS_Q_ST_70_12C'],['Q']
laminate,['ECSS_Q_ST_70_12C'],['Q']
microvia,['ECSS_Q_ST_70_12C'],['Q']
microvia layers,['ECSS_Q_ST_70_12C'],['Q']
mil,['ECSS_Q_ST_70_12C'],['Q']
no-flow prepreg,['ECSS_Q_ST_70_12C'],['Q']
non-functional pad,['ECSS_Q_ST_70_12C'],['Q']
non-plated hole,['ECSS_Q_ST_70_12C'],['Q']
normal pitch,['ECSS_Q_ST_70_12C'],['Q']
number of layers,['ECSS_Q_ST_70_12C'],['Q']
panel,['ECSS_Q_ST_70_12C'],['Q']
pcb manufacturer,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1']",['Q']
peelable,['ECSS_Q_ST_70_12C'],['Q']
plated through-holes,['ECSS_Q_ST_70_12C'],['Q']
printed circuit board,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C', 'ECSS_Q_ST_70_08C']",['Q']
prepreg,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C']",['Q']
rf elements,['ECSS_Q_ST_70_12C'],['Q']
resin starvation,['ECSS_Q_ST_70_12C'],['Q']
review item,['ECSS_Q_ST_70_12C'],['Q']
projected peak-to-peak insulation distance,['ECSS_Q_ST_70_12C'],['Q']
serialization,"['ECSS_Q_ST_70_12C', 'ECSS_E_ST_50_12C']","['Q', 'E']"
sliver,['ECSS_Q_ST_70_12C'],['Q']
soldering pad,['ECSS_Q_ST_70_12C'],['Q']
spacing,['ECSS_Q_ST_70_12C'],['Q']
stack,['ECSS_Q_ST_70_12C'],['Q']
test pad,['ECSS_Q_ST_70_12C'],['Q']
track,['ECSS_Q_ST_70_12C'],['Q']
via,['ECSS_Q_ST_70_12C'],['Q']
"x,y direction",['ECSS_Q_ST_70_12C'],['Q']
z direction,['ECSS_Q_ST_70_12C'],['Q']
critical operation,['ECSS_Q_ST_20_07C'],['Q']
quality representative,['ECSS_Q_ST_20_07C'],['Q']
safety management system,['ECSS_Q_ST_20_07C'],['Q']
safety policy,['ECSS_Q_ST_20_07C'],['Q']
safety representative,['ECSS_Q_ST_20_07C'],['Q']
space test centre,['ECSS_Q_ST_20_07C'],['Q']
test campaign,['ECSS_Q_ST_20_07C'],['Q']
test facility,['ECSS_Q_ST_20_07C'],['Q']
test personnel,['ECSS_Q_ST_20_07C'],['Q']
test process,['ECSS_Q_ST_20_07C'],['Q']
test specimen,['ECSS_Q_ST_20_07C'],['Q']
handling,['ECSS_Q_ST_20_08C'],['Q']
storage,['ECSS_Q_ST_20_08C'],['Q']
transport,['ECSS_Q_ST_20_08C'],['Q']
acceptable weld,['ECSS_Q_ST_70_39C'],['Q']
all weld metal tensile test specimen,['ECSS_Q_ST_70_39C'],['Q']
alpha sample,"['ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70_40C']",['Q']
base metal,['ECSS_Q_ST_70_39C'],['Q']
beta sample,"['ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70_40C']",['Q']
critical structure,['ECSS_Q_ST_70_39C'],['Q']
delta verification,['ECSS_Q_ST_70_39C'],['Q']
design authority,['ECSS_Q_ST_70_39C'],['Q']
engineering authority,['ECSS_Q_ST_70_39C'],['Q']
fabrication,['ECSS_Q_ST_70_39C'],['Q']
filler metal,"['ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70_40C']",['Q']
heat affected zone,['ECSS_Q_ST_70_39C'],['Q']
hybrid welding,['ECSS_Q_ST_70_39C'],['Q']
in process correction,['ECSS_Q_ST_70_39C'],['Q']
job card,['ECSS_Q_ST_70_39C'],['Q']
machine welding,['ECSS_Q_ST_70_39C'],['Q']
maintenance book,['ECSS_Q_ST_70_39C'],['Q']
manual welding,['ECSS_Q_ST_70_39C'],['Q']
mission critical,['ECSS_Q_ST_70_39C'],['Q']
non-critical structure,['ECSS_Q_ST_70_39C'],['Q']
piece part,['ECSS_Q_ST_70_39C'],['Q']
post weld sample,['ECSS_Q_ST_70_39C'],['Q']
process,"['ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70CRev2', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']","['Q', 'S']"
production run,['ECSS_Q_ST_70_39C'],['Q']
re-acceptance,['ECSS_Q_ST_70_39C'],['Q']
repair welding,['ECSS_Q_ST_70_39C'],['Q']
re-weld,['ECSS_Q_ST_70_39C'],['Q']
run on and run off tabs,['ECSS_Q_ST_70_39C'],['Q']
shop traveller,['ECSS_Q_ST_70_39C'],['Q']
thermomechanically affected zone,['ECSS_Q_ST_70_39C'],['Q']
weldment,['ECSS_Q_ST_70_39C'],['Q']
weld test record,['ECSS_Q_ST_70_39C'],['Q']
welding verification test plan,['ECSS_Q_ST_70_39C'],['Q']
welder,['ECSS_Q_ST_70_39C'],['Q']
welding,['ECSS_Q_ST_70_39C'],['Q']
welding inspector,['ECSS_Q_ST_70_39C'],['Q']
welding operator,['ECSS_Q_ST_70_39C'],['Q']
welding procedure specification,['ECSS_Q_ST_70_39C'],['Q']
welding supervisor,['ECSS_Q_ST_70_39C'],['Q']
corrosion resistant alloys,['ECSS_Q_ST_70_14C'],['Q']
corrosion-resistant aluminium alloys,['ECSS_Q_ST_70_14C'],['Q']
corrosion-resistant steel,['ECSS_Q_ST_70_14C'],['Q']
exterior surfaces,['ECSS_Q_ST_70_14C'],['Q']
non-corrosion-resistant aluminium alloys,['ECSS_Q_ST_70_14C'],['Q']
non-corrosion-resistant steel,['ECSS_Q_ST_70_14C'],['Q']
failure scenario,"['ECSS_Q_ST_30CRev1', 'ECSS_Q_ST_30C']",['Q']
limited-life product,['ECSS_Q_ST_30CRev1'],['Q']
adjustable indenter tool,"['ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_26C']",['Q']
crimping configuration,['ECSS_Q_ST_70_26CRev1Corr1'],['Q']
crimping tool,"['ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_26C']",['Q']
ferrule,"['ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_26C']",['Q']
intrinsic wire strength,['ECSS_Q_ST_70_26CRev1Corr1'],['Q']
lug,"['ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_26C']",['Q']
splice,"['ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_26C']",['Q']
terminal,"['ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_26C']",['Q']
automated optical inspection,['ECSS_Q_ST_70_60CCorr1'],['Q']
back-drilled via,['ECSS_Q_ST_70_60CCorr1'],['Q']
blind-via-in-pad,['ECSS_Q_ST_70_60CCorr1'],['Q']
blister,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C', 'ECSS_Q_ST_70_08C']",['Q']
cap lift,['ECSS_Q_ST_70_60CCorr1'],['Q']
contamination,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_70_08C']","['Q', 'S']"
coupon,['ECSS_Q_ST_70_60CCorr1'],['Q']
coverlay,['ECSS_Q_ST_70_60CCorr1'],['Q']
destructive physical analysis,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev2']",['Q']
dewetting,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C', 'ECSS_Q_ST_70_08C']",['Q']
dross,['ECSS_Q_ST_70_60CCorr1'],['Q']
etchback,['ECSS_Q_ST_70_60CCorr1'],['Q']
flexible,['ECSS_Q_ST_70_60CCorr1'],['Q']
glass compression,['ECSS_Q_ST_70_60CCorr1'],['Q']
haloing,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C', 'ECSS_Q_ST_70_08C']",['Q']
interconnect defect,['ECSS_Q_ST_70_60CCorr1'],['Q']
interconnect stress test,['ECSS_Q_ST_70_60CCorr1'],['Q']
ist coupon,['ECSS_Q_ST_70_60CCorr1'],['Q']
key personnel,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C']",['Q']
lay-out,['ECSS_Q_ST_70_60CCorr1'],['Q']
measling,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C', 'ECSS_Q_ST_70_07C']",['Q']
metal core,['ECSS_Q_ST_70_60CCorr1'],['Q']
milling,['ECSS_Q_ST_70_60CCorr1'],['Q']
multilayer,['ECSS_Q_ST_70_60CCorr1'],['Q']
plated hole,['ECSS_Q_ST_70_60CCorr1'],['Q']
pcb technology,['ECSS_Q_ST_70_60CCorr1'],['Q']
plugged via,['ECSS_Q_ST_70_60CCorr1'],['Q']
procurement authority,['ECSS_Q_ST_70_60CCorr1'],['Q']
qualification authority,['ECSS_Q_ST_70_60CCorr1'],['Q']
radio frequency,['ECSS_Q_ST_70_60CCorr1'],['Q']
rigid,['ECSS_Q_ST_70_60CCorr1'],['Q']
rigid/flex,['ECSS_Q_ST_70_60CCorr1'],['Q']
routing,['ECSS_Q_ST_70_60CCorr1'],['Q']
sculptured flex,['ECSS_Q_ST_70_60CCorr1'],['Q']
sequential,['ECSS_Q_ST_70_60CCorr1'],['Q']
sequential via,['ECSS_Q_ST_70_60CCorr1'],['Q']
skip plating,['ECSS_Q_ST_70_60CCorr1'],['Q']
smear,['ECSS_Q_ST_70_60CCorr1'],['Q']
through-going via,['ECSS_Q_ST_70_60CCorr1'],['Q']
traveller,['ECSS_Q_ST_70_60CCorr1'],['Q']
treatment side of foil,['ECSS_Q_ST_70_60CCorr1'],['Q']
waiver request,['ECSS_Q_ST_70_60CCorr1'],['Q']
weave exposure,['ECSS_Q_ST_70_60CCorr1'],['Q']
weave texture,['ECSS_Q_ST_70_60CCorr1'],['Q']
wicking,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_08C']",['Q']
work instruction,['ECSS_Q_ST_70_60CCorr1'],['Q']
major nonconformances,"['ECSS_Q_ST_10_09CRev1', 'ECSS_Q_ST_10_09C']",['Q']
minor nonconformances,"['ECSS_Q_ST_10_09CRev1', 'ECSS_Q_ST_10_09C']",['Q']
coating lot,['ECSS_Q_ST_70_17C'],['Q']
sample repair,['ECSS_Q_ST_70_17C'],['Q']
sample de-treat or re-treat,['ECSS_Q_ST_70_17C'],['Q']
"absorbance, a","['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
absorption,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
absorptivity,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
attenuated total reflection,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
diffuse reflection,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
fourier transformation,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
infrared spectroscopy,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
"molar absorptivity, ε","['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
"radiant power, p","['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
"reflectance, r","['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
specific area,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
"transmittance, t","['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
"wave number, v","['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
hemispherical emittance,"['ECSS_Q_ST_70_31CRev1', 'ECSS_Q_ST_70_31C']",['Q']
viscosity,"['ECSS_Q_ST_70_31CRev1', 'ECSS_Q_ST_70_31C']",['Q']
plate,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']",['Q']
sheet,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']",['Q']
foil,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']",['Q']
thick coatings,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']",['Q']
debubbling,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']",['Q']
unstabilized stainless steel,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']",['Q']
exfoliation,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']",['Q']
critical mechanical part,"['ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']",['Q']
critical process,"['ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']",['Q']
critical material,"['ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']",['Q']
mechanical part,"['ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70CRev1']",['Q']
request for approval,"['ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']",['Q']
special process,"['ECSS_Q_ST_70CRev2', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']","['Q', 'S']"
antistatic material,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
conductive material,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
date code,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
date code:,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
dissipative material,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
electrostatic charge,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
electrostatic discharge sensitive,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
esd protected area,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
esd protective material,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
esd protective packaging,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
electrostatic shield,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
handled or handling,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
identification,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
isolating material,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
packaging,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
packing,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
preservation,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
relifing procedures,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
storage area,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
storage long duration,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
storage site,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
storage zone,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
triboelectric effect,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
ambient temperature,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
bundle,['ECSS_Q_ST_30_11CRev2'],['Q']
case temperature,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
hot spot temperature,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
junction temperature,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
load ratio,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
operating conditions,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
rating,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
surge,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11CRev1']",['Q']
black light,['ECSS_Q_ST_70_15C'],['Q']
close visual testing,['ECSS_Q_ST_70_15C'],['Q']
image quality indicator,['ECSS_Q_ST_70_15C'],['Q']
ndt method,['ECSS_Q_ST_70_15C'],['Q']
ndt instruction,['ECSS_Q_ST_70_15C'],['Q']
ndt technique,['ECSS_Q_ST_70_15C'],['Q']
ndt procedure,['ECSS_Q_ST_70_15C'],['Q']
responsible level 3,['ECSS_Q_ST_70_15C'],['Q']
special fracture control ndt,['ECSS_Q_ST_70_15C'],['Q']
standard fracture control ndt,['ECSS_Q_ST_70_15C'],['Q']
personnel qualification,['ECSS_Q_ST_70_15C'],['Q']
personnel certification,['ECSS_Q_ST_70_15C'],['Q']
product family,['ECSS_Q_ST_70_15C'],['Q']
ndt procedure verification,['ECSS_Q_ST_70_15C'],['Q']
adherend,['ECSS_Q_ST_70_16C'],['Q']
adhesion,['ECSS_Q_ST_70_16C'],['Q']
adhesive bond,['ECSS_Q_ST_70_16C'],['Q']
adhesive bonding procedure,['ECSS_Q_ST_70_16C'],['Q']
adhesive bonding process,['ECSS_Q_ST_70_16C'],['Q']
adhesive joint,['ECSS_Q_ST_70_16C'],['Q']
adhesive material,['ECSS_Q_ST_70_16C'],['Q']
ambient exposure in a controlled environment,['ECSS_Q_ST_70_16C'],['Q']
co-curing,['ECSS_Q_ST_70_16C'],['Q']
co-bonding,['ECSS_Q_ST_70_16C'],['Q']
degradation,['ECSS_Q_ST_70_16C'],['Q']
hot-wet exposure,['ECSS_Q_ST_70_16C'],['Q']
hot-wet testing,['ECSS_Q_ST_70_16C'],['Q']
knock-down factor,['ECSS_Q_ST_70_16C'],['Q']
reduction factor,['ECSS_Q_ST_70_16C'],['Q']
representativeness level of test item,['ECSS_Q_ST_70_16C'],['Q']
structural bond,['ECSS_Q_ST_70_16C'],['Q']
test item,['ECSS_Q_ST_70_16C'],['Q']
test item population,['ECSS_Q_ST_70_16C'],['Q']
test item set,['ECSS_Q_ST_70_16C'],['Q']
as built,['ECSS_Q_ST_70_80C'],['Q']
build job configuration,['ECSS_Q_ST_70_80C'],['Q']
build job,['ECSS_Q_ST_70_80C'],['Q']
structural part,['ECSS_Q_ST_70_80C'],['Q']
fatigue critical part,['ECSS_Q_ST_70_80C'],['Q']
post process operations,['ECSS_Q_ST_70_80C'],['Q']
powder lot,['ECSS_Q_ST_70_80C'],['Q']
powder batch,['ECSS_Q_ST_70_80C'],['Q']
re-verification,['ECSS_Q_ST_70_80C'],['Q']
end-to-end manufacturing process,['ECSS_Q_ST_70_80C'],['Q']
overlap zone,['ECSS_Q_ST_70_80C'],['Q']
evenly distributed in the build volume,['ECSS_Q_ST_70_80C'],['Q']
manufacturing supports,['ECSS_Q_ST_70_80C'],['Q']
agent,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
characterization,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
commercial component,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
concurrent engineering,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
franchised distributor,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev2']",['Q']
parts engineer,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
parts procurer,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev2']",['Q']
qualified parts,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
screening,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
space qualified parts,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
approval authority,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_07C', 'ECSS_Q_ST_70_08C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
assembly sensitive component,['ECSS_Q_ST_70_61C'],['Q']
bifurcated terminal,['ECSS_Q_ST_70_61C'],['Q']
bonding,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
bridging,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_08C']",['Q']
clinched lead,['ECSS_Q_ST_70_61C'],['Q']
